history_sequence,user_prompt,user_intent,candidate_endpoint,candidate_http_method,candidate_has_path_parameters,candidate_has_query_parameters,candidate_requires_request_body,candidate_path_depth,candidate_summary,next_call_user_made,llm_reason_for_candidate,is_actual_next_call
"POST /customers; POST /payment_methods; POST /subscriptions","Let's finalize the setup for this new subscriber.","User aims to complete the billing and subscription setup, likely viewing the new invoice.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists invoices.",/invoices,"Common next step after creating a subscription.",1
"POST /customers; POST /payment_methods; POST /subscriptions","Let's finalize the setup for this new subscriber.","User aims to complete the billing and subscription setup, likely viewing the new invoice.","/customers","GET",FALSE,TRUE,FALSE,1,"Lists all customers.",/invoices,"Already dealt with customer creation.",0
"POST /customers; POST /payment_methods; POST /subscriptions","Let's finalize the setup for this new subscriber.","User aims to complete the billing and subscription setup, likely viewing the new invoice.","/subscriptions/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a subscription.",/invoices,"User just created subscription, unlikely to update it immediately.",0
"POST /customers; POST /payment_methods; POST /subscriptions","Let's finalize the setup for this new subscriber.","User aims to complete the billing and subscription setup, likely viewing the new invoice.","/products","GET",FALSE,TRUE,FALSE,1,"Lists all products.",/invoices,"Unrelated to billing setup finalization.",0
"GET /users/{id}","I need to change this user's email address.","User intends to modify a specific user's email.","/users/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates an existing user.",/users/{id},"Directly corresponds to 'change email address' for this user.",1
"GET /users/{id}","I need to change this user's email address.","User intends to modify a specific user's email.","/users/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes a user.",/users/{id},"Destructive action, not implied by prompt.",0
"GET /users/{id}","I need to change this user's email address.","User intends to modify a specific user's email.","/users","POST",FALSE,FALSE,TRUE,1,"Creates a new user.",/users/{id},"User is updating an existing user, not creating a new one.",0
"GET /users/{id}","I need to change this user's email address.","User intends to modify a specific user's email.","/users/{id}/password","PUT",TRUE,FALSE,TRUE,3,"Updates user password.",/users/{id},"Specific to password, not general email.",0
"GET /orders","Can you show me the most recent orders?","User wants to see a list of recent orders.","/orders","GET",FALSE,TRUE,FALSE,1,"Lists all orders.",/orders,"Directly matches prompt and is a common initial action.",1
"GET /orders","Can you show me the most recent orders?","User wants to see a list of recent orders.","/orders/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific order.",/orders,"User asked for 'recent orders' (plural), not a specific one.",0
"GET /orders","Can you show me the most recent orders?","User wants to see a list of recent orders.","/invoices","GET",FALSE,TRUE,FALSE,1,"Lists all invoices.",/orders,"Related to billing, but not direct 'orders'.",0
"GET /orders","Can you show me the most recent orders?","User wants to see a list of recent orders.","/products","GET",FALSE,TRUE,FALSE,1,"Lists all products.",/orders,"Completely unrelated to orders.",0
"POST /checkout","","User has completed checkout and expects an order confirmation.","/orders","GET",FALSE,TRUE,FALSE,1,"Lists all orders.",/orders,"Common action after checkout is to review orders.",1
"POST /checkout","","User has completed checkout and expects an order confirmation.","/carts/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes a shopping cart.",/orders,"Cart deletion happens implicitly or later, not for confirmation.",0
"POST /checkout","","User has completed checkout and expects an order confirmation.","/customers/{id}/addresses","GET",TRUE,FALSE,FALSE,3,"Retrieves customer addresses.",/orders,"Not relevant to order confirmation flow.",0
"POST /checkout","","User has completed checkout and expects an order confirmation.","/payment_methods","GET",FALSE,TRUE,FALSE,1,"Lists payment methods.",/orders,"Payment is done; confirmation is next.",0
"GET /customers/{id}","Update this customer's shipping address.","User wants to modify the shipping address for a specific customer.","/customers/{id}/addresses","PUT",TRUE,FALSE,TRUE,3,"Updates a customer's address.",/customers/{id}/addresses,"Directly related to updating address for the current customer.",1
"GET /customers/{id}","Update this customer's shipping address.","User wants to modify the shipping address for a specific customer.","/customers","POST",FALSE,FALSE,TRUE,1,"Creates a new customer.",/customers/{id}/addresses,"User is updating existing, not creating new.",0
"GET /customers/{id}","Update this customer's shipping address.","User wants to modify the shipping address for a specific customer.","/products","GET",FALSE,TRUE,FALSE,1,"Lists all products.",/customers/{id}/addresses,"Irrelevant to customer address update.",0
"GET /customers/{id}","Update this customer's shipping address.","User wants to modify the shipping address for a specific customer.","/customers/{id}/invoices","GET",TRUE,TRUE,FALSE,3,"Lists invoices for a customer.",/customers/{id}/addresses,"About invoices, not addresses.",0
"GET /subscriptions/{id}","Cancel this subscription.","User wants to terminate a specific subscription.","/subscriptions/{id}","DELETE",TRUE,FALSE,FALSE,2,"Cancels a subscription.",/subscriptions/{id},"Directly matches the intent to cancel the subscription.",1
"GET /subscriptions/{id}","Cancel this subscription.","User wants to terminate a specific subscription.","/subscriptions/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates a subscription.",/subscriptions/{id},"User wants to cancel, not update.",0
"GET /subscriptions/{id}","Cancel this subscription.","User wants to terminate a specific subscription.","/subscriptions","POST",FALSE,FALSE,TRUE,1,"Creates a new subscription.",/subscriptions/{id},"Opposite action.",0
"GET /subscriptions/{id}","Cancel this subscription.","User wants to terminate a specific subscription.","/customers/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves customer details.",/subscriptions/{id},"Too general, not direct action on subscription.",0
"POST /events","Log user activity.","User wants to record an event.","/events","POST",FALSE,FALSE,TRUE,1,"Logs a new event.",/events,"Directly matches prompt and intent.",1
"POST /events","Log user activity.","User wants to record an event.","/metrics","POST",FALSE,FALSE,TRUE,1,"Submits new metrics data.",/events,"Related to logging, but not direct event logging.",0
"POST /events","Log user activity.","User wants to record an event.","/reports","GET",FALSE,TRUE,FALSE,1,"Generates system reports.",/events,"Reporting is usually a separate flow.",0
"POST /events","Log user activity.","User wants to record an event.","/users","GET",FALSE,TRUE,FALSE,1,"Lists all users.",/events,"Unrelated.",0
"GET /users; GET /users/{id}","I need to reset this user's password.","User intends to reset the password for a specific user.","/users/{id}/password","PUT",TRUE,FALSE,TRUE,3,"Resets or updates a user's password.",/users/{id}/password,"Directly matches prompt about password reset.",1
"GET /users; GET /users/{id}","I need to reset this user's password.","User intends to reset the password for a specific user.","/users/{id}","PUT",TRUE,FALSE,TRUE,2,"Updates user details (but not password).",/users/{id}/password,"Too general for password reset.",0
"GET /users; GET /users/{id}","I need to reset this user's password.","User intends to reset the password for a specific user.","/users/{id}/login","POST",TRUE,FALSE,TRUE,3,"Logs in a user.",/users/{id}/password,"Login is for user, not admin password reset.",0
"GET /users; GET /users/{id}","I need to reset this user's password.","User intends to reset the password for a specific user.","/roles","GET",FALSE,TRUE,FALSE,1,"Lists available roles.",/users/{id}/password,"Irrelevant.",0
"POST /products","Add a new product to our catalog.","User wants to create a new product entry.","/products","POST",FALSE,FALSE,TRUE,1,"Creates a new product.",/products,"Directly matches 'add a new product'.",1
"POST /products","Add a new product to our catalog.","User wants to create a new product entry.","/products/{id}","GET",TRUE,FALSE,FALSE,2,"Retrieves a specific product.",/products,"User is creating, not viewing existing.",0
"POST /products","Add a new product to our catalog.","User wants to create a new product entry.","/categories","POST",FALSE,FALSE,TRUE,1,"Creates a new category.",/products,"Related but not the direct action of adding a product.",0
"POST /products","Add a new product to our catalog.","User wants to create a new product entry.","/inventory","POST",FALSE,FALSE,TRUE,1,"Updates inventory levels.",/products,"Inventory comes after product creation.",0
"GET /reports","Generate the sales report for last quarter.","User wants to retrieve a sales report for a specific period.","/reports/sales","GET",FALSE,TRUE,FALSE,2,"Retrieves sales report.",/reports/sales,"Specific prompt for sales report.",1
"GET /reports","Generate the sales report for last quarter.","User wants to retrieve a sales report for a specific period.","/reports/financial","GET",FALSE,TRUE,FALSE,2,"Retrieves financial report.",/reports/sales,"Related, but prompt specified 'sales'.",0
"GET /reports","Generate the sales report for last quarter.","User wants to retrieve a sales report for a specific period.","/reports","POST",FALSE,FALSE,TRUE,1,"Creates a new report.",/reports/sales,"User wants to *retrieve*, not create.",0
"GET /reports","Generate the sales report for last quarter.","User wants to retrieve a sales report for a specific period.","/data_exports","POST",FALSE,FALSE,TRUE,1,"Initiates a data export.",/reports/sales,"Broader data export, not specific report retrieval.",0
"GET /documents","Can you help me organize these files?","User wants to sort and filter existing documents.","/documents","GET",FALSE,TRUE,FALSE,1,"Retrieves a list of documents with filtering options.",/documents,"User's prompt indicates a desire to view/filter existing documents.",1
"GET /documents","Can you help me organize these files?","User wants to sort and filter existing documents.","/documents","POST",FALSE,FALSE,TRUE,1,"Uploads a new document.",/documents,"User wants to organize existing, not upload new.",0
"GET /documents","Can you help me organize these files?","User wants to sort and filter existing documents.","/folders","POST",FALSE,FALSE,TRUE,1,"Creates a new folder.",/documents,"Creating folder is a different organization step.",0
"GET /documents","Can you help me organize these files?","User wants to sort and filter existing documents.","/documents/{id}","DELETE",TRUE,FALSE,FALSE,2,"Deletes a specific document.",/documents,"Destructive action, not implied.",0
